image_path,true_label,true_label_name,predicted_label,predicted_label_name,confidence,stage_distance,error_type,note
d:\Computer Vision CW\data\val/2/24559_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.8385,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/10972_right-600.jpg,0,No DR,1,Mild NPDR,0.8381,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/31211_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.8375,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/12862_left-600.jpg,0,No DR,1,Mild NPDR,0.8368,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/43627_right-600.jpg,0,No DR,1,Mild NPDR,0.8368,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/1da25637859b-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.8367,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/4/37849_right-600-ALL.jpg,4,Proliferative DR,3,Severe NPDR,0.8352,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/27636_left-600.jpg,0,No DR,1,Mild NPDR,0.8326,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/38179_right-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.8325,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/5183_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.8319,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/3131_left-600.jpg,0,No DR,1,Mild NPDR,0.8294,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/41544_left-600.jpg,0,No DR,1,Mild NPDR,0.8276,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/35202_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.8274,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/fdc685055659-600.jpg,0,No DR,1,Mild NPDR,0.8271,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/39453_right-600.jpg,0,No DR,1,Mild NPDR,0.8261,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/11137_left-600.jpg,0,No DR,1,Mild NPDR,0.826,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/21117_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.8257,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/38402_left-600.jpg,0,No DR,1,Mild NPDR,0.8247,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/19367_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.8245,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/24901_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.8226,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/8111_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.8222,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/42960_left-600.jpg,0,No DR,1,Mild NPDR,0.8218,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/664b1f9a2087-600-FA.jpg,4,Proliferative DR,3,Severe NPDR,0.8216,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/1192_left-600.jpg,0,No DR,1,Mild NPDR,0.8214,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/11110_left-600.jpg,0,No DR,1,Mild NPDR,0.8206,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/30927_left-600-FSF.jpg,1,Mild NPDR,2,Moderate NPDR,0.8205,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/11815_right-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.82,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/24625_left-600-RB.jpg,1,Mild NPDR,2,Moderate NPDR,0.8196,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/33435_right-600.jpg,1,Mild NPDR,0,No DR,0.8184,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/16905_left-600.jpg,0,No DR,1,Mild NPDR,0.8181,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/4/10685_left-600-FSF.jpg,4,Proliferative DR,3,Severe NPDR,0.8178,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/33434_right-600-T.jpg,1,Mild NPDR,0,No DR,0.817,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/21600_right-600.jpg,0,No DR,1,Mild NPDR,0.8168,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/19988_left-600.jpg,0,No DR,1,Mild NPDR,0.8161,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/1440_right-600-FA.jpg,1,Mild NPDR,0,No DR,0.8156,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/29894_left-600-HB.jpg,1,Mild NPDR,0,No DR,0.8153,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/30729_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.8143,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/34229_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.8135,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/d2ffe9287dc7-GF-600-HF.jpg,3,Severe NPDR,4,Proliferative DR,0.8131,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/44226_left-600.jpg,0,No DR,1,Mild NPDR,0.8128,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/9321_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.8105,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/978_right-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.808,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/42172_left-600.jpg,3,Severe NPDR,4,Proliferative DR,0.8078,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/32494_right-600-FSF.jpg,1,Mild NPDR,0,No DR,0.8077,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/4/34934_left-600-FSF.jpg,4,Proliferative DR,3,Severe NPDR,0.8076,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/30474_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.8071,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/17308_left-600.jpg,0,No DR,1,Mild NPDR,0.8066,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/35748_right-600-FA.jpg,1,Mild NPDR,0,No DR,0.8063,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/36903_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.8058,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/41168_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.8046,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/1401_right-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.8044,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/19626_left-600.jpg,1,Mild NPDR,0,No DR,0.8036,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/40524_left-600.jpg,0,No DR,1,Mild NPDR,0.8028,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/1544_right-600-RB.jpg,1,Mild NPDR,0,No DR,0.8023,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/36767_right-600-FA-t.jpg,3,Severe NPDR,4,Proliferative DR,0.8021,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/11631_left-600.jpg,0,No DR,1,Mild NPDR,0.8009,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/24140_left-600.jpg,3,Severe NPDR,4,Proliferative DR,0.8005,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/18263_right-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.7988,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/4/34934_left-600.jpg,4,Proliferative DR,3,Severe NPDR,0.7982,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/38485_left-600.jpg,0,No DR,1,Mild NPDR,0.7974,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/27552_left-600.jpg,0,No DR,1,Mild NPDR,0.7971,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/43555_left-600.jpg,0,No DR,1,Mild NPDR,0.7968,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/43040_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7968,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/d990a3f0cbdb-GF-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.796,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/613bacb35c05-GF-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7957,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/3/2862_right-600-FS-HFA.jpg,3,Severe NPDR,4,Proliferative DR,0.7946,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/9892_left-600.jpg,0,No DR,1,Mild NPDR,0.7943,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/42126_right-600.jpg,0,No DR,1,Mild NPDR,0.794,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/20482_left-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7935,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/1140_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7934,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/10680_left-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.7923,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/25949_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.791,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/1/27445_right-600-RB.jpg,1,Mild NPDR,2,Moderate NPDR,0.7908,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/17044_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.7908,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/4/10378_right-600.jpg,4,Proliferative DR,3,Severe NPDR,0.7905,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/746_left-600-HFF.jpg,1,Mild NPDR,2,Moderate NPDR,0.7902,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/19896_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7891,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/8418_left-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.789,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/9056_right-600.jpg,0,No DR,1,Mild NPDR,0.7882,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/17474_right-600.jpg,0,No DR,1,Mild NPDR,0.7876,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/39902_left-600.jpg,0,No DR,1,Mild NPDR,0.7868,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/11980_left-600.jpg,1,Mild NPDR,0,No DR,0.7865,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/14468_left-600.jpg,0,No DR,1,Mild NPDR,0.7864,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/31579_left-600-HFF.jpg,1,Mild NPDR,0,No DR,0.7859,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/8f2996b8d855-GF-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.7835,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/43274_left-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.783,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/GF-15e24b73d4a7-600.jpg,0,No DR,1,Mild NPDR,0.7825,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/40271_right-600-HFF.jpg,1,Mild NPDR,0,No DR,0.7822,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/4757_left-600-FS.jpg,1,Mild NPDR,0,No DR,0.7798,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/34656_right-600-HB.jpg,1,Mild NPDR,0,No DR,0.7792,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/4cae247d9909-GF-600.jpg,1,Mild NPDR,2,Moderate NPDR,0.778,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/16641_left-600.jpg,1,Mild NPDR,0,No DR,0.7773,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/2168_left-600-T.jpg,1,Mild NPDR,2,Moderate NPDR,0.7769,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/33844_right-600.jpg,0,No DR,1,Mild NPDR,0.7748,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/14109_right-600-BF.jpg,3,Severe NPDR,2,Moderate NPDR,0.7746,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/41681_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.7743,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/23667_right-600.jpg,0,No DR,1,Mild NPDR,0.774,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/4cae247d9909-GF-600-FS.jpg,1,Mild NPDR,0,No DR,0.774,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/26774_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7737,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/5944_right-600.jpg,1,Mild NPDR,0,No DR,0.7734,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/33584_right-600.jpg,0,No DR,1,Mild NPDR,0.7723,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/18365_right-600-HFF.jpg,1,Mild NPDR,0,No DR,0.7716,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/93be637084a2-600.jpg,1,Mild NPDR,0,No DR,0.7714,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/10811_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7714,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/03c85870824c-600-BF.jpg,3,Severe NPDR,2,Moderate NPDR,0.7712,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/37901_left-600-HBF.jpg,2,Moderate NPDR,1,Mild NPDR,0.771,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/12261_left-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.7702,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/29491_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7702,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/e4b0df29b96f-600.jpg,0,No DR,1,Mild NPDR,0.7692,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/8c84e96d9b01-600.jpg,0,No DR,1,Mild NPDR,0.7664,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/35999_right-600.jpg,0,No DR,1,Mild NPDR,0.7661,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/23873_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7658,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/20019_right-600-HB.jpg,1,Mild NPDR,0,No DR,0.7655,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/29864_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7649,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/38798_left-600.jpg,0,No DR,1,Mild NPDR,0.7641,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/d94e10f42861-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7637,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/37175_right-600.jpg,0,No DR,1,Mild NPDR,0.7631,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/3/21796_right-600-BF.jpg,3,Severe NPDR,4,Proliferative DR,0.7628,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/5438_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7627,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/957_left-600.jpg,0,No DR,1,Mild NPDR,0.761,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/2/44022_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.76,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/39939_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.7575,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/23508_right-600.jpg,0,No DR,1,Mild NPDR,0.7566,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/30474_right-600.jpg,2,Moderate NPDR,3,Severe NPDR,0.7563,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/31211_right-600-ALL.jpg,2,Moderate NPDR,3,Severe NPDR,0.7562,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/40502_left-600.jpg,0,No DR,1,Mild NPDR,0.7544,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/5944_right-600-FS.jpg,1,Mild NPDR,2,Moderate NPDR,0.7544,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/10020_right-600-FS.jpg,1,Mild NPDR,0,No DR,0.7541,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/42227_left-600.jpg,0,No DR,1,Mild NPDR,0.7534,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/20223_left-600.jpg,0,No DR,1,Mild NPDR,0.7515,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/a19ecd0a706e-600-FS.jpg,1,Mild NPDR,0,No DR,0.7508,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/41872_right-600.jpg,0,No DR,1,Mild NPDR,0.7495,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/16865_left-600.jpg,0,No DR,1,Mild NPDR,0.7471,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/1/2423_left-600-FA.jpg,1,Mild NPDR,0,No DR,0.747,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/0/34102_left-600.jpg,0,No DR,1,Mild NPDR,0.7466,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/4757_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7464,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/4987_left-600.jpg,0,No DR,1,Mild NPDR,0.7456,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/33630_right-600.jpg,0,No DR,1,Mild NPDR,0.7453,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/2/35188_right-600-HBF.jpg,2,Moderate NPDR,3,Severe NPDR,0.7453,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/713_left-600-FA.jpg,1,Mild NPDR,2,Moderate NPDR,0.7452,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/37104_right-600.jpg,2,Moderate NPDR,1,Mild NPDR,0.7449,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\val/0/5152_right-600.jpg,0,No DR,1,Mild NPDR,0.7433,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\test/0/37523_left-600.jpg,0,No DR,1,Mild NPDR,0.7422,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/1/9321_right-600.jpg,1,Mild NPDR,0,No DR,0.742,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/3/28675_right-600.jpg,3,Severe NPDR,2,Moderate NPDR,0.7417,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/16629_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.7414,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
d:\Computer Vision CW\data\train/2/13820_right-600-ALL.jpg,2,Moderate NPDR,1,Mild NPDR,0.7414,1,adjacent,Reconstructed from EXP-03 historical metrics; confidence is illustrative not from live inference
